pCorrect,pPredicted,tp,tn,fp,fn,precision,recall,f1,kappa
0.5227089638208126,0.5186183861298945,0.33628306523702967,0.14100797094215772,0.14509854863307578,0.37761041518773675,0.7267675390904895,0.7299166693002552,0.7235394059701621,0.4220563340278102
